competitor_count,avg_similarity,opportunity_count,risk_count,missing_feature_count,target_score
16,0.866,9,8,10,88.35
18,0.741,1,1,1,49.48
1,0.992,10,1,10,100.0
11,0.75,7,8,0,69.25
1,0.443,6,5,4,100.0
2,0.758,4,2,8,100.0
14,0.187,6,8,4,79.33
1,0.347,2,1,4,100.0
13,0.962,7,10,9,69.95
8,0.919,2,7,7,59.02
14,0.846,6,8,3,60.85
2,0.227,4,6,1,92.33
17,0.856,3,3,2,54.6
18,0.477,2,5,1,46.08
16,0.601,3,9,5,44.98
16,0.621,3,4,3,60.48
17,0.109,8,0,2,100.0
12,0.684,6,1,7,100.0
1,0.73,0,1,0,75.75
12,0.773,9,6,7,100.0
14,0.987,8,3,1,85.33
15,0.224,10,7,5,100.0
4,0.13,0,0,5,98.75
11,0.919,10,7,9,100.0
10,0.613,10,3,4,100.0
18,0.533,1,6,9,50.67
16,0.222,10,8,10,100.0
0,0.457,10,2,3,100.0
15,0.74,0,8,5,29.5
19,0.642,0,0,5,55.95
9,0.711,5,5,8,90.22
5,0.544,5,4,9,100.0
2,0.374,7,6,8,100.0
7,0.616,7,4,6,100.0
20,0.692,7,9,1,50.7
2,0.973,1,5,10,77.67
16,0.996,2,8,0,23.1
11,0.398,7,1,9,100.0
11,0.357,1,2,5,77.08
19,0.298,10,6,6,100.0
6,0.371,3,2,1,90.72
3,0.235,2,5,7,94.12
17,0.336,4,6,1,59.6
5,0.92,3,10,0,45.0
0,0.408,0,6,4,73.8
7,0.168,2,0,3,99.8
6,0.45,3,4,9,96.75
6,0.401,3,2,0,87.97
15,0.76,0,9,2,19.0
13,0.727,9,9,10,93.83
6,0.882,1,2,7,77.95
6,0.984,9,4,1,100.0
12,0.919,8,4,5,95.03
20,0.241,9,9,1,73.97
12,0.342,4,4,10,95.45
13,0.823,3,7,1,45.42
7,0.573,0,9,8,51.67
12,0.414,8,8,2,85.65
19,0.158,8,4,8,100.0
3,0.706,4,5,2,84.35
4,0.698,2,10,10,66.55
4,0.371,1,0,0,88.72
8,0.595,2,4,5,75.12
5,0.437,6,5,7,100.0
16,0.613,4,1,5,82.67
6,0.434,3,1,7,100.0
18,0.971,5,1,0,65.72
11,0.433,0,3,8,71.17
15,0.674,5,0,0,83.15
6,0.874,5,3,1,86.15
6,0.583,5,2,7,100.0
9,0.351,0,2,3,71.22
3,0.534,10,6,7,100.0
12,0.345,2,4,3,69.38
9,0.361,2,8,3,58.97
3,0.284,2,2,4,98.9
3,0.578,2,10,8,67.55
13,0.739,8,6,7,93.53
6,0.777,10,8,0,96.58
9,0.512,8,9,1,83.2
16,0.622,4,1,3,78.45
12,0.326,0,9,6,43.85
15,0.317,4,7,6,70.08
14,0.881,10,1,3,100.0
11,0.645,3,0,3,85.88
1,0.309,4,9,8,94.28
20,0.255,9,9,1,73.62
6,0.216,0,0,9,100.0
6,0.264,9,10,9,100.0
3,0.159,6,8,10,100.0
3,0.503,2,1,7,100.0
16,0.119,5,10,8,71.03
4,0.857,1,8,3,50.58
10,0.568,9,3,10,100.0
11,0.522,1,8,2,42.95
20,0.719,4,5,2,50.03
5,0.107,2,7,3,77.33
5,0.861,3,2,4,86.47
11,0.665,10,4,4,100.0
19,0.299,1,10,7,34.52
10,0.357,5,8,10,89.08
11,0.506,4,8,5,67.35
18,0.596,9,1,9,100.0
3,0.775,8,2,8,100.0
7,0.845,7,3,1,96.88
3,0.674,0,3,10,85.15
16,0.828,6,0,8,99.3
9,0.338,10,0,0,100.0
8,0.907,8,6,7,99.33
11,0.875,9,5,1,92.12
11,0.687,10,5,4,100.0
7,0.462,8,5,9,100.0
5,0.568,9,9,7,100.0
2,0.617,2,10,10,72.58
11,0.791,9,8,5,90.22
18,0.166,9,4,7,100.0
11,0.384,10,6,3,100.0
0,0.738,3,2,1,93.55
20,0.548,8,4,2,82.3
16,0.549,7,3,6,96.28
0,0.214,10,8,4,100.0
7,0.156,8,4,9,100.0
16,0.621,9,10,0,66.47
13,0.526,8,1,2,100.0
15,0.903,3,8,8,49.42
4,0.119,0,6,4,73.03
6,0.268,1,1,5,93.3
1,0.303,1,2,6,100.0
16,0.262,7,7,3,81.45
4,0.452,1,7,5,68.7
7,0.75,10,3,4,100.0
11,0.915,6,10,2,55.12
4,0.28,10,2,0,100.0
6,0.915,8,7,7,99.12
12,0.777,10,6,0,92.58
11,0.659,10,6,2,100.0
18,0.535,6,4,9,88.62
10,0.334,5,9,2,69.65
6,0.871,5,7,0,68.22
4,0.408,10,6,1,100.0
19,0.811,2,5,0,33.72
3,0.375,2,6,0,72.62
2,0.802,3,2,7,99.95
10,0.482,3,4,3,75.95
3,0.176,1,4,3,85.6
0,0.938,8,3,2,100.0
19,0.646,7,10,1,49.85
8,0.89,5,4,9,93.75
15,0.964,0,9,8,25.9
4,0.424,3,3,9,100.0
16,0.967,10,7,9,93.83
10,0.206,9,2,10,100.0
12,0.433,3,7,1,57.17
5,0.568,0,6,5,61.8
19,0.449,6,7,2,62.77
11,0.187,9,5,6,100.0
13,0.787,5,5,10,84.33
1,0.687,7,2,8,100.0
14,0.315,6,8,6,80.12
16,0.454,2,9,10,52.65
12,0.19,7,5,6,100.0
12,0.545,5,10,4,60.38
9,0.835,10,7,6,100.0
1,0.462,6,0,1,100.0
13,0.951,6,2,0,78.22
1,0.196,1,8,8,83.1
14,0.363,1,0,10,88.92
12,0.372,7,0,5,100.0
19,0.257,9,10,6,81.58
4,0.683,6,4,2,98.92
17,0.392,1,3,4,58.2
5,0.441,9,8,9,100.0
15,0.395,0,5,10,60.12
19,0.944,1,6,5,30.4
9,0.652,6,10,2,65.7
10,0.53,6,3,9,100.0
20,0.512,6,4,7,81.2
17,0.913,6,1,4,83.17
10,0.475,3,6,5,72.12
6,0.995,8,1,10,100.0
15,0.831,10,5,7,100.0
11,0.981,3,9,1,37.48
4,0.269,6,6,8,100.0
13,0.63,2,5,5,60.25
13,0.634,7,5,7,94.15
18,0.369,10,2,0,100.0
15,0.457,3,5,8,72.58
19,0.401,1,0,6,69.97
10,0.299,2,7,8,72.53
20,0.286,2,5,2,48.85
17,0.604,5,6,6,68.9
10,0.113,10,2,5,100.0
0,0.872,2,5,1,72.2
3,0.351,9,1,1,100.0
1,0.3,6,1,3,100.0
4,0.184,7,7,7,100.0
15,0.214,5,2,4,94.65
4,0.642,1,5,8,77.95
7,0.987,9,8,10,100.0
7,0.692,1,3,0,62.7
8,0.307,8,6,6,100.0
15,0.459,7,9,8,80.53
6,0.81,1,5,7,67.75
16,0.18,0,5,5,53.5
4,0.686,2,1,6,94.85
1,0.222,9,7,2,100.0
13,0.723,9,7,8,97.92
5,0.259,0,3,1,73.53
18,0.841,1,1,7,58.98
17,0.785,2,5,1,40.38
9,0.406,3,4,10,93.85
0,0.719,3,7,5,82.03
14,0.141,5,5,5,88.47
3,0.651,9,10,9,100.0
0,0.816,0,7,0,51.6
8,0.38,9,6,10,100.0
15,0.991,2,1,3,59.23
5,0.251,4,1,3,100.0
4,0.415,3,8,5,77.62
2,0.577,8,7,6,100.0
15,0.799,6,5,8,82.03
17,0.62,7,4,5,86.5
20,0.862,9,2,3,90.45
19,0.318,5,5,4,72.05
14,0.837,0,0,7,65.08
17,0.989,7,6,10,79.28
0,0.678,3,3,9,100.0
18,0.437,2,3,5,63.08
2,0.29,10,7,6,100.0
17,0.747,10,1,5,100.0
3,0.83,6,1,3,100.0
20,0.761,1,10,7,20.98
7,0.721,5,3,8,100.0
14,0.392,9,2,8,100.0
12,0.276,0,3,7,71.1
19,0.866,9,1,2,94.35
19,0.593,8,8,2,67.17
14,0.113,9,4,1,100.0
0,0.752,0,3,2,73.2
6,0.886,7,3,1,97.85
20,0.878,5,2,7,74.05
3,0.612,8,2,5,100.0
1,0.371,4,6,6,100.0
13,0.319,10,5,1,100.0
3,0.864,6,8,2,80.4
19,0.51,2,7,1,35.25
17,0.662,10,6,3,91.45
13,0.829,10,2,2,100.0
14,0.731,1,8,3,33.73
20,0.321,0,3,0,39.98
2,0.978,3,9,9,71.55
2,0.261,8,8,8,100.0
15,0.341,1,3,4,63.48
6,0.202,7,0,8,100.0
10,0.683,4,6,9,80.92
13,0.843,6,8,3,62.92
3,0.315,3,0,5,100.0
1,0.253,3,1,1,100.0
17,0.728,2,10,9,37.8
17,0.888,10,3,4,99.8
12,0.757,0,6,5,43.08
12,0.711,6,3,3,88.22
10,0.203,6,4,6,100.0
1,0.178,1,1,8,100.0
15,0.987,1,1,10,67.33
11,0.853,2,1,3,70.67
8,0.428,10,3,3,100.0
16,0.188,3,7,10,73.3
18,0.682,3,10,3,30.95
13,0.469,2,4,1,60.27
20,0.8,8,4,4,80.0
18,0.476,3,9,3,40.1
3,0.105,5,9,10,100.0
20,0.151,2,2,6,72.22
15,0.537,3,10,5,44.58
9,0.506,5,2,5,100.0
17,0.562,0,5,2,35.95
12,0.214,7,8,0,80.65
17,0.153,7,7,4,84.17
4,0.812,6,8,2,79.7
14,0.249,6,9,2,69.78
8,0.889,10,4,8,100.0
16,0.909,4,7,7,55.27
20,0.81,10,5,2,83.75
16,0.254,3,9,6,55.65
4,0.351,2,8,6,75.22
6,0.873,3,10,7,58.17
17,0.795,9,9,4,72.12
8,0.852,0,1,3,64.7
5,0.706,6,1,9,100.0
10,0.479,1,0,7,88.03
4,0.803,4,4,2,83.92
6,0.302,6,3,5,100.0
3,0.115,1,0,8,100.0
2,0.139,10,4,6,100.0
2,0.196,8,10,8,100.0
14,0.917,2,3,1,51.08
10,0.278,4,9,1,63.05
9,0.37,5,7,9,92.75
10,0.394,2,10,9,60.15
0,0.176,5,10,4,93.6
7,0.327,1,3,10,91.83
5,0.669,0,8,1,43.28
12,0.616,4,2,3,82.6
7,0.35,10,1,8,100.0
14,0.47,10,1,8,100.0
7,0.665,6,8,6,85.38
9,0.172,5,9,4,79.7
6,0.859,4,5,7,84.53
18,0.41,5,6,5,69.75
10,0.922,10,8,6,96.95
1,0.588,2,10,4,63.3
12,0.331,10,7,3,100.0
20,0.152,1,3,9,68.2
11,0.828,7,1,8,100.0
0,0.452,2,7,3,78.7
5,0.698,1,3,8,82.55
0,0.593,0,0,1,87.17
6,0.391,5,0,7,100.0
12,0.256,7,8,5,89.6
5,0.915,7,7,0,81.12
7,0.455,4,7,10,90.62
16,0.13,6,3,0,88.75
19,0.608,4,5,4,58.8
14,0.123,0,9,2,36.92
17,0.117,9,3,7,100.0
5,0.52,8,6,1,100.0
20,0.89,10,3,9,100.0
0,0.227,6,0,2,100.0
19,0.426,10,1,8,100.0
16,0.815,8,7,5,77.62
20,0.48,9,7,5,84.0
15,0.608,4,6,9,72.8
18,0.847,6,10,4,46.83
17,0.476,7,1,3,98.1
4,0.102,3,10,7,81.45
6,0.55,4,1,8,100.0
14,0.224,6,3,10,100.0
12,0.66,5,0,1,91.5
20,0.783,0,7,2,16.42
15,0.672,0,10,9,31.2
8,0.223,7,1,2,100.0
16,0.933,1,5,9,48.67
3,0.717,0,2,8,84.08
12,0.908,4,1,4,81.3
14,0.239,4,6,2,70.03
11,0.865,0,0,7,70.38
16,0.5,5,1,6,93.5
9,0.459,8,0,1,100.0
3,0.593,4,4,4,95.17
13,0.226,5,1,2,98.35
8,0.654,10,3,5,100.0
9,0.152,7,10,9,98.2
16,0.579,0,3,4,49.52
1,0.393,5,4,5,100.0
13,0.779,2,10,2,30.52
17,0.853,9,6,4,82.67
12,0.632,8,0,10,100.0
4,0.658,0,6,5,61.55
19,0.374,10,1,4,100.0
9,0.406,0,9,4,43.85
16,0.271,10,5,3,100.0
12,0.89,7,9,1,61.75
18,0.986,2,2,1,45.35
3,0.496,9,5,7,100.0
7,0.946,7,3,10,100.0
20,0.401,5,3,3,73.97
5,0.849,2,8,10,68.78
2,0.47,2,0,7,100.0
7,0.717,7,10,9,88.08
14,0.511,9,7,6,97.22
14,0.245,6,6,7,91.88
15,0.622,8,0,2,100.0
19,0.242,1,2,8,69.95
9,0.216,1,6,5,68.6
6,0.859,2,4,10,82.53
5,0.876,2,4,5,74.1
6,0.128,7,5,7,100.0
1,0.545,10,10,0,100.0
10,0.209,8,7,9,100.0
20,0.857,2,8,8,34.58
9,0.694,9,9,3,88.65
9,0.166,5,2,4,100.0
14,0.73,8,3,10,100.0
0,0.457,0,2,5,90.58
16,0.55,2,1,3,68.25
1,0.332,3,5,1,89.7
11,0.388,8,6,0,92.3
7,0.899,4,0,3,93.53
14,0.396,2,3,10,82.1
2,0.128,8,1,9,100.0
15,0.267,4,5,5,77.33
4,0.496,0,7,8,67.6
16,0.475,2,8,5,46.12
11,0.52,1,2,6,75.0
3,0.86,9,1,0,100.0
10,0.827,1,2,3,63.33
4,0.971,8,5,4,100.0
12,0.363,8,2,4,100.0
8,0.283,10,0,5,100.0
12,0.523,2,6,0,50.92
19,0.299,2,7,3,44.52
4,0.598,6,4,3,100.0
3,0.287,7,9,10,100.0
20,0.846,5,0,7,82.85
3,0.515,3,7,10,91.12
8,0.13,9,9,9,100.0
2,0.148,6,7,2,100.0
6,0.495,4,0,1,100.0
12,0.653,9,2,9,100.0
5,0.434,3,5,0,77.15
19,0.458,4,0,4,82.55
19,0.656,8,0,9,100.0
5,0.67,10,3,8,100.0
18,0.861,8,2,0,82.47
16,0.755,9,2,1,97.12
6,0.822,2,9,4,51.45
7,0.194,6,4,9,100.0
17,0.86,8,8,0,60.5
7,0.443,8,5,3,100.0
16,0.368,2,10,8,46.8
7,0.872,8,2,4,100.0
19,0.86,9,10,5,64.5
8,0.187,2,3,2,83.33
1,0.797,1,1,5,90.08
17,0.809,9,9,5,73.78
7,0.124,1,2,3,86.9
16,0.118,7,7,8,95.05
6,0.992,6,3,5,97.2
8,0.861,4,4,6,82.47
20,0.94,1,9,10,26.5
0,0.674,6,3,5,100.0
10,0.291,3,8,2,62.72
11,0.644,8,7,3,87.9
2,0.786,3,7,2,70.35
16,0.323,1,6,3,47.92
6,0.428,4,0,8,100.0
13,0.375,8,4,8,100.0
14,0.579,1,7,8,51.52
8,0.468,6,9,1,74.3
2,0.632,4,7,4,84.2
8,0.223,8,6,8,100.0
2,0.936,8,8,3,94.6
10,0.227,1,5,8,76.33
3,0.996,10,2,2,100.0
2,0.423,6,4,3,100.0
1,0.353,6,6,1,100.0
0,0.285,4,7,8,100.0
17,0.669,0,4,9,51.27
13,0.235,0,9,0,32.12
8,0.449,5,8,2,74.78
1,0.348,1,3,8,99.3
9,0.777,6,2,5,100.0
11,0.571,10,1,10,100.0
13,0.915,10,8,6,91.12
17,0.206,9,10,0,74.85
11,0.35,8,4,7,100.0
3,0.966,1,1,1,73.85
1,0.282,6,7,6,100.0
15,0.247,1,4,3,59.83
9,0.177,4,6,4,85.58
16,0.733,8,0,0,97.67
11,0.297,7,10,7,86.58
4,0.661,10,9,0,99.47
19,0.145,2,8,4,46.38
15,0.451,8,9,8,86.72
5,0.428,2,5,10,91.3
8,0.864,0,1,9,76.4
5,0.619,9,9,5,100.0
9,0.697,4,3,2,80.58
12,0.34,6,0,5,100.0
19,0.438,1,6,5,43.05
3,0.457,6,1,2,100.0
1,0.813,8,1,10,100.0
6,0.224,8,2,4,100.0
14,0.345,9,0,3,100.0
6,0.218,3,4,8,100.0
5,0.656,0,8,4,49.6
10,0.919,8,3,0,93.03
18,0.894,2,10,4,21.65
19,0.942,6,0,4,82.45
3,0.319,8,3,6,100.0
18,0.126,5,9,1,56.85
19,0.238,2,3,0,56.05
18,0.909,7,3,7,85.28
9,0.959,3,5,5,66.03
7,0.91,3,9,3,51.25
18,0.662,10,0,10,100.0
15,0.544,10,7,1,90.4
13,0.173,9,3,9,100.0
5,0.358,10,5,3,100.0
16,0.331,6,9,9,77.72
13,0.519,9,1,8,100.0
6,0.682,0,7,6,54.95
13,0.338,8,9,10,97.55
12,0.557,1,7,2,44.08
9,0.168,7,1,7,100.0
11,0.532,7,10,6,78.7
4,0.507,2,8,0,59.33
14,0.48,7,6,2,82.0
6,0.771,2,1,4,84.72
12,0.46,5,3,1,84.5
18,0.887,10,6,0,77.83
8,0.821,2,4,10,79.47
13,0.613,9,8,5,90.67
18,0.533,6,0,7,100.0
1,0.927,1,10,5,50.83
7,0.835,5,0,2,99.12
14,0.164,0,6,4,51.9
17,0.899,9,6,4,81.53
3,0.615,10,5,3,100.0
8,0.209,8,7,10,100.0
8,0.739,4,8,9,75.53
13,0.293,7,5,1,90.67
18,0.138,3,0,8,94.55
8,0.256,5,8,7,89.6
19,0.52,8,10,1,59.0
12,0.773,8,6,3,86.67
13,0.569,0,9,2,27.78
19,0.421,2,1,7,73.47
3,0.979,8,8,6,97.53
19,0.698,2,5,1,38.55
8,0.961,9,0,5,100.0
19,0.685,6,10,6,52.88
16,0.628,4,6,3,58.3
1,0.194,6,0,8,100.0
12,0.184,3,0,10,100.0
12,0.368,6,9,1,68.8
15,0.479,10,1,5,100.0
16,0.536,7,3,6,96.6
0,0.837,7,8,7,100.0
13,0.186,8,8,5,95.35
3,0.601,2,4,4,82.97
20,0.519,4,10,1,33.02
19,0.481,1,7,6,39.98
8,0.268,2,8,4,65.3
3,0.241,10,0,2,100.0
9,0.279,3,3,5,91.03
7,0.866,3,9,9,64.35
8,0.134,3,5,5,88.65
4,0.588,2,7,7,75.3
13,0.572,7,6,3,83.7
2,0.616,10,2,6,100.0
0,0.442,3,7,6,90.95
10,0.903,10,9,4,89.42
8,0.73,1,7,8,59.75
4,0.618,8,8,3,98.55
13,0.688,7,7,7,84.8
0,0.566,8,0,0,100.0
8,0.84,7,1,8,100.0
18,0.874,8,1,2,90.15
10,0.983,6,7,5,73.42
17,0.913,0,4,4,35.17
0,0.609,2,1,4,100.0
15,0.326,4,1,9,99.85
4,0.638,4,3,3,94.05
4,0.515,10,10,3,100.0
7,0.712,2,5,3,66.2
0,0.755,6,8,9,100.0
1,0.304,7,1,8,100.0
12,0.577,2,5,3,59.58
19,0.178,0,3,7,59.55
14,0.892,9,4,10,100.0
11,0.977,2,0,2,69.58
16,0.707,0,2,6,54.33
17,0.167,9,0,9,100.0
14,0.76,3,8,1,41.0
7,0.972,0,9,10,45.7
20,0.822,4,0,2,67.45
14,0.382,4,1,8,98.45
12,0.882,6,8,6,69.95
7,0.828,4,5,6,81.3
6,0.751,8,5,7,100.0
20,0.662,5,8,2,45.45
4,0.299,3,10,4,70.53
13,0.173,4,7,0,65.67
7,0.123,7,10,1,86.92
18,0.309,3,3,8,78.28
4,0.89,6,10,9,83.75
20,0.115,5,1,8,99.12
2,0.8,0,1,2,76.0
17,0.545,5,9,5,56.38
10,0.433,2,3,10,89.17
9,0.704,2,2,5,78.4
19,0.402,10,6,10,100.0
1,0.754,1,8,4,61.15
15,0.42,4,8,8,67.5
12,0.827,1,6,4,45.33
0,0.688,5,5,7,100.0
17,0.249,7,7,0,73.78
14,0.379,1,4,3,58.52
18,0.124,9,5,5,100.0
11,0.315,8,8,10,100.0
7,0.404,1,5,2,65.9
16,0.847,3,2,2,60.83
0,0.437,0,1,4,93.08
14,0.487,5,7,0,61.83
13,0.41,7,1,10,100.0
8,0.828,9,5,2,100.0
14,0.99,8,1,9,100.0
2,0.864,9,5,5,100.0
9,0.619,9,0,1,100.0
7,0.296,10,4,9,100.0
10,0.436,10,10,7,100.0
10,0.68,7,10,6,77.0
10,0.289,4,8,4,72.78
16,0.909,7,7,10,79.28
3,0.286,8,3,1,100.0
14,0.397,3,8,10,68.08
12,0.684,10,4,8,100.0
0,0.7,5,2,0,100.0
9,0.398,2,5,8,80.05
2,0.286,8,5,3,100.0
7,0.38,1,10,6,54.5
20,0.51,7,7,6,73.25
19,0.592,5,2,4,77.2
14,0.134,7,0,7,100.0
15,0.626,0,6,5,40.35
17,0.878,0,0,9,62.05
0,0.152,9,5,6,100.0
0,0.72,8,9,4,100.0
19,0.688,7,0,1,88.8
14,0.937,9,7,4,82.58
20,0.203,7,3,1,86.92
16,0.911,1,8,0,19.22
19,0.59,1,1,3,55.25
14,0.369,4,3,7,88.78
1,0.952,10,0,2,100.0
0,0.504,4,0,9,100.0
0,0.285,4,9,3,86.88
7,0.355,5,0,10,100.0
1,0.693,8,8,5,100.0
10,0.72,4,0,8,100.0
8,0.763,7,2,4,100.0
1,0.743,1,6,1,63.42
11,0.598,10,3,8,100.0
17,0.671,3,3,0,55.22
0,0.111,5,10,0,87.22
16,0.11,1,5,3,57.25
5,0.937,1,7,4,52.58
14,0.725,3,9,10,55.88
14,0.631,3,10,7,48.23
18,0.363,8,9,2,70.92
7,0.309,7,9,7,98.28
20,0.133,6,9,6,68.67
0,0.451,8,10,5,100.0
8,0.242,8,9,10,100.0
18,0.531,5,10,9,58.73
13,0.129,3,9,10,72.78
10,0.825,1,5,2,49.38
16,0.46,3,0,2,78.5
8,0.613,10,0,2,100.0
4,0.197,2,9,4,71.08
6,0.271,1,10,0,47.22
11,0.634,7,3,8,100.0
11,0.471,9,8,10,100.0
7,0.609,10,8,2,100.0
19,0.102,3,7,3,55.45
7,0.221,5,3,8,100.0
0,0.17,2,8,4,83.75
17,0.452,3,9,10,56.7
11,0.397,6,6,0,80.08
17,0.622,7,1,1,90.45
18,0.879,4,6,10,62.02
14,0.742,6,10,9,67.45
12,0.997,1,5,2,41.08
3,0.792,0,5,6,66.2
4,0.136,8,9,3,100.0
8,0.856,5,2,9,100.0
4,0.795,4,7,10,88.12
11,0.983,1,3,4,55.42
4,0.682,2,9,5,60.95
2,0.75,2,0,5,99.25
9,0.406,5,4,8,100.0
2,0.734,10,8,2,100.0
15,0.866,4,1,8,84.35
8,0.284,3,6,3,76.9
2,0.775,4,8,2,72.62
17,0.736,4,3,10,79.6
15,0.525,2,1,3,70.88
17,0.781,1,10,1,14.47
10,0.31,7,2,1,100.0
13,0.979,9,5,5,93.53
20,0.128,9,6,1,88.8
4,0.536,10,6,6,100.0
10,0.627,1,0,0,70.33
20,0.553,5,8,4,52.17
0,0.218,1,2,10,100.0
6,0.546,10,1,3,100.0
6,0.896,2,10,4,45.6
14,0.308,5,10,9,72.3
11,0.307,2,8,5,60.33
2,0.959,7,6,7,100.0
16,0.947,9,7,10,90.33
12,0.57,4,0,8,100.0
17,0.915,1,6,2,29.12
8,0.646,0,1,0,63.85
5,0.5,8,5,7,100.0
20,0.542,7,7,1,62.45
14,0.421,5,6,6,79.47
5,0.266,6,0,9,100.0
1,0.226,7,2,8,100.0
16,0.136,3,6,5,68.6
15,0.291,9,5,2,100.0
10,0.908,6,3,1,83.3
12,0.373,2,8,8,62.67
2,0.705,1,4,9,86.38
0,0.154,1,9,1,68.15
18,0.744,2,6,1,35.4
18,0.286,6,4,4,84.85
17,0.931,0,5,10,42.72
10,0.729,10,5,0,100.0
4,0.26,4,10,8,85.5
12,0.825,0,5,0,35.38
6,0.719,0,5,4,58.03
4,0.895,5,5,4,87.62
13,0.747,3,0,1,75.33
7,0.479,10,7,2,100.0
17,0.2,7,0,5,100.0
0,0.632,3,2,7,100.0
8,0.503,6,8,0,75.42
9,0.621,1,6,10,68.47
20,0.804,2,10,0,11.9
8,0.32,6,8,0,80.0
4,0.715,2,3,7,88.12
8,0.769,0,10,1,26.78
16,0.496,7,7,4,77.6
0,0.18,5,5,5,100.0
18,0.326,8,3,1,93.85
9,0.775,0,5,4,50.62
10,0.279,1,5,5,69.03
4,0.65,2,8,1,57.75
8,0.729,5,7,6,79.78
8,0.916,4,5,1,67.1
16,0.743,3,6,0,43.42
15,0.758,9,0,9,100.0
15,0.828,8,7,4,77.3
20,0.402,6,8,3,59.95
13,0.3,3,5,4,72.5
3,0.581,5,9,1,75.47
19,0.722,10,7,7,89.95
11,0.307,6,6,10,100.0
8,0.259,0,4,0,61.53
8,0.777,1,7,0,42.58
5,0.772,9,6,5,100.0
8,0.759,2,2,1,71.03
2,0.759,2,2,10,100.0
1,0.396,8,3,2,100.0
7,0.258,5,4,10,100.0
10,0.166,5,5,6,97.85
10,0.758,6,2,10,100.0
14,0.677,1,1,1,59.08
16,0.773,0,2,3,46.67
7,0.366,0,2,10,88.85
10,0.955,9,10,0,70.12
9,0.937,4,1,9,96.58
15,0.438,6,7,3,73.05
16,0.998,10,9,1,69.05
2,0.401,4,9,1,75.97
17,0.806,2,7,6,41.85
15,0.4,1,0,4,74.0
3,0.291,8,9,0,98.72
16,0.624,5,5,4,70.4
1,0.191,9,1,1,100.0
0,0.157,9,7,6,100.0
5,0.369,6,1,7,100.0
13,0.107,10,5,8,100.0
15,0.849,7,0,4,98.78
1,0.823,5,9,6,83.42
3,0.964,4,6,4,77.9
12,0.207,8,3,0,100.0
14,0.414,4,2,10,97.65
17,0.534,0,9,1,18.65
18,0.637,3,8,7,48.08
1,0.671,8,9,1,95.22
8,0.78,8,3,5,100.0
1,0.474,7,5,7,100.0
10,0.869,1,2,5,66.28
4,0.306,6,3,7,100.0
0,0.999,0,4,6,71.03
4,0.858,8,2,5,100.0
2,0.396,1,3,5,90.1
18,0.399,5,8,10,72.03
16,0.129,6,0,9,100.0
9,0.663,3,6,8,75.42
17,0.65,8,5,9,95.75
0,0.98,2,3,7,89.5
20,0.269,6,6,9,83.28
14,0.718,1,1,4,64.05
5,0.82,3,9,4,59.5
15,0.581,5,2,10,97.47
5,0.172,5,6,5,100.0
5,0.436,8,10,0,87.1
11,0.674,6,5,0,77.15
4,0.18,6,6,0,99.5
14,0.356,2,8,9,61.1
17,0.469,5,4,0,68.28
12,0.664,5,2,3,87.4
11,0.447,6,7,0,74.83
11,0.942,7,7,1,70.45
13,0.364,6,1,5,100.0
16,0.582,10,0,6,100.0
1,0.492,1,4,9,93.7
0,0.922,1,7,9,72.95
0,0.482,5,7,7,100.0
8,0.751,6,7,0,73.22
6,0.326,5,5,8,100.0
20,0.807,7,4,3,71.83
16,0.913,2,5,0,37.17
6,0.994,0,6,6,51.15
5,0.635,4,10,4,66.12
19,0.216,3,2,8,82.6
14,0.502,4,4,9,85.45
11,0.281,0,5,0,50.97
6,0.254,6,5,8,100.0
11,0.839,10,0,5,100.0
4,0.704,10,7,8,100.0
15,0.843,8,8,9,82.92
13,0.48,0,6,10,58.0
13,0.865,9,5,1,88.38
15,0.913,1,8,1,23.17
11,0.28,2,0,2,87.0
14,0.623,0,10,1,18.42
13,0.941,2,7,5,44.48
3,0.366,2,7,10,88.85
2,0.764,6,0,7,100.0
10,0.437,6,9,9,87.08
9,0.334,2,3,4,81.65
9,0.698,5,9,2,62.55
16,0.4,3,2,4,76.0
1,0.555,1,6,10,86.12
5,0.848,3,0,0,86.8
15,0.657,6,2,1,83.58
12,0.539,6,10,3,64.53
4,0.294,2,6,6,84.65
16,0.194,4,2,9,97.15
0,0.329,9,4,2,100.0
7,0.988,7,2,3,100.0
9,0.96,6,5,6,86.0
18,0.407,1,3,5,57.83
9,0.526,3,6,3,68.85
8,0.474,6,6,5,94.15
16,0.488,4,10,4,47.8
3,0.661,1,10,2,47.47
8,0.606,1,0,9,92.85
18,0.595,5,10,2,43.12
15,0.435,9,10,6,85.12
14,0.775,1,1,6,66.62
17,0.482,8,3,5,99.95
5,0.443,2,6,10,86.92
10,0.85,5,2,10,100.0
3,0.119,8,0,6,100.0
17,0.497,0,10,6,25.58
16,0.508,0,8,1,25.3
11,0.551,8,2,9,100.0
2,0.216,3,2,0,100.0
13,0.282,8,5,6,100.0
1,0.125,1,3,2,92.88
13,0.132,6,8,5,84.7
3,0.341,1,9,4,63.47
12,0.643,3,1,9,91.92
4,0.542,4,10,6,74.45
8,0.256,3,0,2,99.6
16,0.711,10,10,2,74.22
2,0.163,10,2,9,100.0
4,0.998,5,5,6,89.05
4,0.394,5,7,5,94.15
3,0.681,7,8,10,100.0
10,0.249,10,4,8,100.0
1,0.155,5,10,6,96.12
18,0.888,9,8,3,69.8
17,0.203,10,10,2,84.92
